fold#	line	filename	origline	indx	err_indx	error	correction	types
fold5	908	ID2602.txt	17	222	222	Agressivität	Aggressivität	['orth: 11 omissions: of double consonants']
fold5	909	ID2602.txt	18	42	42	den	dem	['corr: case']
fold5	910	ID2602.txt	19	53	53	den	dem	['corr: case']
fold5	912	ID2602.txt	21	0	0	Vieleicht	Vielleicht	['orth: 14 omissions: of one grapheme']
fold5	914	ID2602.txt	23	75	75	dass	das	['orth: 15 insertions: of double consonants']
fold5	915	ID2602.txt	24	94	94	welche	welches	['corr: gender']
fold5	915	ID2602.txt	24	179	178	riesen Vorbild	Riesenvorbild	['orth: 06 sep instead of tog: compounds', 'orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep']
fold5	917	ID2602.txt	26	83	83	Bulemie	Bulimie	['orth: 20 transpositions: of (i/e) / (e/i)']
fold5	918	ID2602.txt	27	180	180	vertretten	vertreten	['orth: 15 insertions: of double consonants']
fold5	919	ID2602.txt	28	47	47	vieleicht	vielleicht	['orth: 14 omissions: of one grapheme']
fold5	920	ID2602.txt	29	84	84	Jungen	jungen	['orth: 03 cap instead of lcp']
fold5	921	ID1906.txt	1	60	60	70 Jährigen	70-Jährigen	['orth: 07 sep instead of tog: other cases']
fold5	921	ID1906.txt	1	79	79	zunehmen	zu nehmen	['orth: 09 tog instead of sep: other cases']
fold5	923	ID1906.txt	3	34	34	außenstehender	Außenstehender	['orth: 02 lcp instead of cap: other cases']
fold5	923	ID1906.txt	3	58	58	Stehen	stehen	['orth: 03 cap instead of lcp']
fold5	923	ID1906.txt	3	72	72	Kritisieren	kritisieren	['orth: 03 cap instead of lcp']
fold5	924	ID1906.txt	4	47	47	das	dass	['orth: 11 omissions: of double consonants']
fold5	924	ID1906.txt	4	96	95	ihnen	ihr	['corr: number']
fold5	925	ID1906.txt	5	22	22	Stark	stark	['orth: 03 cap instead of lcp']
fold5	926	ID1906.txt	6	9	9	Junge	junge	['orth: 03 cap instead of lcp']
fold5	926	ID1906.txt	6	39	39	dazu zugehören	dazuzugehören	['orth: 06 sep instead of tog: compounds']
fold5	927	ID1906.txt	7	50	50	tragen	Tragen	['orth: 02 lcp instead of cap: other cases']
fold5	927	ID1906.txt	7	89	89	besitzen	Besitzen	['orth: 02 lcp instead of cap: other cases']
fold5	927	ID1906.txt	7	123	123	Vehikel	vehikels	['corr: case']
fold5	928	ID1906.txt	8	35	35	rebelisches	rebellisches	['orth: 11 omissions: of double consonants']
fold5	929	ID1906.txt	9	29	29	Erwachsen	erwachsen	['orth: 03 cap instead of lcp']
fold5	931	ID1906.txt	11	63	63	Party Gemache	Party-Gemache	['orth: 07 sep instead of tog: other cases']
fold5	932	ID1906.txt	12	37	37	Drogen	Drogen-	['orth: 07 sep instead of tog: other cases']
fold5	932	ID1906.txt	12	51	50	Alkohol abhängigkeit	Alkoholabhängigkeit	['orth: 06 sep instead of tog: compounds']
fold5	933	ID1906.txt	13	35	35	die	den	['corr: unknown']
fold5	934	ID1906.txt	14	16	16	Jugendliche	jugendlichen	['corr: inflection_paradigm']
fold5	936	ID1906.txt	16	25	25	Mass	Maß	['orth: 24 transpositions: of (ss) and (ß)']
fold5	936	ID1906.txt	16	51	52	sie	sie	['corr: number']
fold5	937	ID1906.txt	17	16	16	das	dass	['orth: 11 omissions: of double consonants']
fold5	937	ID1906.txt	17	22	21	sie	sie	['corr: number']
fold5	938	ID1906.txt	18	54	54	durch Leben	durch das leben	['ommi: incomplete_phrase']
fold5	941	ID1906.txt	21	3	3	gegensatz	Gegensatz	['orth: 02 lcp instead of cap: other cases']
fold5	944	ID1906.txt	24	0	0	Es	sie	['corr: gender']
fold5	945	ID1906.txt	25	167	167	keinen	keine	['corr: unknown']
fold5	946	ID1906.txt	26	99	99	fehler	Fehler	['orth: 02 lcp instead of cap: other cases']
fold5	946	ID1906.txt	26	115	115	Verzeihen	verzeihen	['orth: 03 cap instead of lcp']
fold5	947	ID1906.txt	27	41	41	Hinschauen	hinschauen	['orth: 03 cap instead of lcp']
fold5	957	ID2324.txt	10	25	25	heilig zu sprechen	heiligzusprechen	['orth: 06 sep instead of tog: compounds']
fold5	966	ID2324.txt	19	115	115	Mensch-sein	Menschsein	['orth: 10 missing or unnecessary hyphen']
fold5	975	ID1164.txt	8	42	42	Pro Argumentation	Pro-Argumentation	['orth: 07 sep instead of tog: other cases']
fold5	977	ID1164.txt	10	26	26	Scheise	Scheiße	['orth: 23 transpositions: of consonants: other cases']
fold5	983	ID1164.txt	16	27	27	Pro Argumente	Pro-Argumente	['orth: 07 sep instead of tog: other cases']
fold5	983	ID1164.txt	16	58	58	erstmal	erst mal	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	988	ID1164.txt	21	18	18	Junge	junge	['orth: 03 cap instead of lcp']
fold5	988	ID1164.txt	21	52	52	Antwortet	antwortet	['orth: 03 cap instead of lcp']
fold5	988	ID1164.txt	21	83	83	war	wahr	['orth: 14 omissions: of one grapheme']
fold5	991	ID1164.txt	24	94	94	Klamotten technisch	klamottentechnisch	['orth: 06 sep instead of tog: compounds']
fold5	992	ID1164.txt	25	57	57	Perfekt	perfekt	['orth: 03 cap instead of lcp']
fold5	993	ID1164.txt	26	41	41	Sie	sie	['orth: 03 cap instead of lcp']
fold5	993	ID1164.txt	26	85	85	Geschafft	geschafft	['orth: 03 cap instead of lcp']
fold5	993	ID1164.txt	26	157	157	Normalen	normalen	['orth: 03 cap instead of lcp']
fold5	994	ID1164.txt	27	49	49	hierzu tun	hier zu tun	['orth: 09 tog instead of sep: other cases']
fold5	996	ID1164.txt	29	6	6	Eigene	eigene	['orth: 03 cap instead of lcp']
fold5	996	ID1164.txt	29	42	42	das	dass	['orth: 11 omissions: of double consonants']
fold5	997	ID2196.txt	1	121	121	Essayist	essayisten	['infl: strong_instead_of_weak']
fold5	1000	ID2196.txt	4	0	0	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold5	1002	ID2196.txt	6	179	179	hiehlt	hielt	['orth: 17 insertions: other cases']
fold5	1008	ID2196.txt	12	22	22	Jugen	Jugend	['orth: 14 omissions: of one grapheme']
fold5	1008	ID2196.txt	12	34	33	Heute	heute	['orth: 03 cap instead of lcp']
fold5	1012	ID2196.txt	16	90	90	Mancher	mancher	['orth: 03 cap instead of lcp']
fold5	1017	ID2359.txt	1	68	68	Capton	Captain	['orth: Unknown']
fold5	1019	ID2359.txt	3	136	136	Intervie	Interview	['orth: 14 omissions: of one grapheme']
fold5	1021	ID2359.txt	5	28	28	Erwachsen	erwachsen	['orth: 03 cap instead of lcp']
fold5	1022	ID2359.txt	6	37	37	Unverständniss	Unverständnis	['orth: 15 insertions: of double consonants']
fold5	1024	ID2359.txt	8	261	261		leugnen	['orth: 19 transpositions: of (e/ä) / (ä/e)']
fold5	1025	ID2359.txt	9	3	3	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold5	1025	ID2359.txt	9	28	27	beneided	beneidet	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold5	1027	ID2359.txt	11	7	7	erscheint	erscheinen	['corr: number']
fold5	1027	ID2359.txt	11	47	46	Veralgemeinerung	Verallgemeinerung	['orth: 11 omissions: of double consonants']
fold5	1028	ID2359.txt	12	0	0	So sagt zum Beispiel	so sagt er zum beispiel	['ommi: incomplete_clause']
fold5	1030	ID2359.txt	14	119	119	ihn	sie	['corr: gender']
fold5	1031	ID2359.txt	15	36	36	die er Klamottensucht oder Wenn einer ein Motorrad hat, muss der andere es auch haben	die er 'klamottensucht' oder 'wenn einer ein motorrad hat, muss der andere es auch haben' vvfin	['ommi: incomplete_clause']
fold5	1031	ID2359.txt	15	133	127	erschein	erscheint	['infl: others']
fold5	1032	ID2359.txt	16	27	27	Authors	Autors	['orth: 17 insertions: other cases']
fold5	1033	ID2359.txt	17	67	67	negatives	Negatives	['orth: 02 lcp instead of cap: other cases']
fold5	1034	ID2359.txt	18	73	73	junger	jungen	['corr: case']
fold5	1034	ID2359.txt	18	91	91		Klamottensucht	['orth: 15 insertions: of double consonants', 'orth: 11 omissions: of double consonants']
fold5	1036	ID2359.txt	20	20	20	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold5	1038	ID2359.txt	22	58	58	kompromislos	kompromisslos	['orth: 11 omissions: of double consonants']
fold5	1040	ID2359.txt	24	10	10	kompromislos	kompromisslos	['orth: 11 omissions: of double consonants']
fold5	1044	ID2359.txt	28	79	79		Verallgemeinerungen	['orth: 11 omissions: of double consonants', 'orth: 02 lcp instead of cap: other cases']
fold5	1051	ID1843.txt	5	46	46	entscheidente	entscheidende	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold5	1058	ID1843.txt	12	105	105	antuen	antun	['orth: 17 insertions: other cases']
fold5	1059	ID1843.txt	13	18	18	meißt	meist	['orth: 23 transpositions: of consonants: other cases']
fold5	1062	ID1843.txt	16	9	9	soviel	so viel	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	1062	ID1843.txt	16	68	67	soviel	so viel	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	1062	ID1843.txt	16	76	74	neues	Neues	['orth: 02 lcp instead of cap: other cases']
fold5	1064	ID1843.txt	18	27	27	dazu zu lernen	dazuzulernen	['orth: 06 sep instead of tog: compounds']
fold5	1072	ID2952.txt	6	11	11	sie	Sie	['orth: 04 lcp/cap behind punctuation marks']
fold5	1076	ID2952.txt	10	134	134	erlebt	Erlebt	['orth: 04 lcp/cap behind punctuation marks']
fold5	1077	ID2952.txt	11	72	72	Aufgewühlte	aufgewühlte	['orth: 03 cap instead of lcp']
fold5	1085	ID2952.txt	19	23	23	aus	Aus	['orth: 02 lcp instead of cap: other cases']
fold5	1087	ID2952.txt	21	170	170	strenge	Strenge	['orth: 02 lcp instead of cap: other cases']
fold5	1097	ID2952.txt	31	87	87	weis	weiß	['orth: 23 transpositions: of consonants: other cases']
fold5	1101	ID2952.txt	35	107	107	klar kommen	klarkommen	['orth: 06 sep instead of tog: compounds']
fold5	1104	ID2952.txt	38	52	52	Auspruch	Ausspruch	['orth: 14 omissions: of one grapheme']
fold5	1120	ID2952.txt	54	17	17	wären	Wären	['orth: 04 lcp/cap behind punctuation marks']
fold5	1125	ID2952.txt	59	44	44	abkühlen	Abkühlen	['orth: 04 lcp/cap behind punctuation marks']
fold5	1130	ID2547.txt	4	159	159	Unanähmlichkeiten	Unannehmlichkeiten	['orth: 19 transpositions: of (e/ä) / (ä/e)', 'orth: 11 omissions: of double consonants']
fold5	1130	ID2547.txt	4	179	178	ect	etc.	['orth: 27 abbreviations']
fold5	1131	ID2547.txt	5	59	59	bzw	bzw.	['orth: 27 abbreviations']
fold5	1135	ID2547.txt	9	83	83	bzw	bzw.	['orth: 27 abbreviations']
fold5	1135	ID2547.txt	9	105	104	animmt	annimmt	['orth: 11 omissions: of double consonants']
fold5	1135	ID2547.txt	9	302	300	Junge	junge	['orth: 03 cap instead of lcp']
fold5	1137	ID2547.txt	11	153	153	bzw	bzw.	['orth: 27 abbreviations']
fold5	1138	ID2547.txt	12	53	53	Arbeiten	arbeiten	['orth: 03 cap instead of lcp']
fold5	1138	ID2547.txt	12	73	73	ect	etc.	['orth: 27 abbreviations']
fold5	1139	ID2547.txt	13	88	88	Konflickt	Konflikt	['orth: 17 insertions: other cases']
fold5	1145	ID2547.txt	19	31	31	Feiern	feiern	['orth: 03 cap instead of lcp']
fold5	1145	ID2547.txt	19	124	124	das	dass	['orth: 11 omissions: of double consonants']
fold5	1147	ID2547.txt	21	149	149		nie mehr	['orth: 09 tog instead of sep: other cases', 'orth: 14 omissions: of one grapheme']
fold5	1154	ID2206.txt	7	7	7	miteinmal	mit einmal	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	1186	ID2206.txt	39	79	79	anderen	andere	['corr: case']
fold5	1217	ID1041.txt	5	38	38	kritisiertesten	meistkritisierten	['infl: comparision']
fold5	1224	ID1041.txt	12	41	41	14- 18-jährigen	14- 18-Jährigen	['orth: 02 lcp instead of cap: other cases']
fold5	1224	ID1041.txt	12	58	58	Gang	gang	['orth: 03 cap instead of lcp']
fold5	1224	ID1041.txt	12	67	67	Gebe	gäbe	['orth: 19 transpositions: of (e/ä) / (ä/e)']
fold5	1225	ID1041.txt	13	107	107	ist	sind	['corr: number']
fold5	1228	ID1041.txt	16	86	86	sogut	so gut	['orth: 09 tog instead of sep: other cases']
fold5	1232	ID1041.txt	20	229	229	eines	einem	['corr: case']
fold5	1233	ID1041.txt	21	208	208	ihnen	ihr	['corr: number']
fold5	1236	ID1041.txt	24	0	0	Es	sie	['corr: gender']
fold5	1237	ID2021.txt	1	118	118	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold5	1237	ID2021.txt	1	202	201	Souveranität	Souveränität	['orth: 21 transpositions: of vowel and umlaut']
fold5	1239	ID2021.txt	3	65	65	ersten	Ersten	['orth: 02 lcp instead of cap: other cases']
fold5	1239	ID2021.txt	3	122	122	das	dass	['orth: 11 omissions: of double consonants']
fold5	1239	ID2021.txt	3	156	155	höhrt	hört	['orth: 17 insertions: other cases']
fold5	1239	ID2021.txt	3	216	216	wieviele	wie viele	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	1240	ID2021.txt	4	245	245	zusammen hängen	zusammenhängen	['orth: 06 sep instead of tog: compounds']
fold5	1243	ID2021.txt	7	25	25	das	dass	['orth: 11 omissions: of double consonants']
fold5	1243	ID2021.txt	7	117	116	vorraussichtlich	voraussichtlich	['orth: 15 insertions: of double consonants']
fold5	1243	ID2021.txt	7	164	164	zussammen	zusammen	['orth: 15 insertions: of double consonants']
fold5	1243	ID2021.txt	7	241	242	das	dass	['orth: 11 omissions: of double consonants']
fold5	1243	ID2021.txt	7	309	309	schwer tun	schwertun	['orth: 06 sep instead of tog: compounds']
fold5	1244	ID2021.txt	8	65	65	garnicht	gar nicht	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	1244	ID2021.txt	8	83	82	den	denn	['orth: 11 omissions: of double consonants']
fold5	1245	ID2021.txt	9	14	14	jugendlich	Jugendlich	['orth: 02 lcp instead of cap: other cases']
fold5	1246	ID2021.txt	10	21	21	das	dass	['orth: 11 omissions: of double consonants']
fold5	1247	ID2021.txt	11	28	28	ausgehn	ausgehen	['orth: 14 omissions: of one grapheme']
fold5	1247	ID2021.txt	11	145	144	gehn	gehen	['orth: 14 omissions: of one grapheme']
fold5	1247	ID2021.txt	11	216	214	gehn	gehen	['orth: 14 omissions: of one grapheme']
fold5	1248	ID2021.txt	12	23	23	das	dass	['orth: 11 omissions: of double consonants']
fold5	1249	ID2021.txt	13	22	22	ungewohnlich	ungewöhnlich	['orth: 21 transpositions: of vowel and umlaut']
fold5	1249	ID2021.txt	13	106	106	unklaren	Unklaren	['orth: 02 lcp instead of cap: other cases']
fold5	1251	ID2021.txt	15	19	19	fasst	fast	['orth: 15 insertions: of double consonants']
fold5	1251	ID2021.txt	15	67	68	dass	das	['orth: 15 insertions: of double consonants']
fold5	1251	ID2021.txt	15	237	239	das	dass	['orth: 11 omissions: of double consonants']
fold5	1251	ID2021.txt	15	304	305	das	dass	['orth: 11 omissions: of double consonants']
fold5	1251	ID2021.txt	15	333	333	selbststandig	selbstständig	['orth: 21 transpositions: of vowel and umlaut']
fold5	1252	ID2021.txt	16	9	9	Zussammenfassung	Zusammenfassung	['orth: 15 insertions: of double consonants']
fold5	1252	ID2021.txt	16	53	54	das	dass	['orth: 11 omissions: of double consonants']
fold5	1252	ID2021.txt	16	96	96	das	dass	['orth: 11 omissions: of double consonants']
fold5	1252	ID2021.txt	16	127	126	das	dass	['orth: 11 omissions: of double consonants']
fold5	1254	ID1057.txt	2	89	89	folgendes	Folgendes	['orth: 02 lcp instead of cap: other cases']
fold5	1260	ID1057.txt	8	140	140	Schaffen	schaffen	['orth: 03 cap instead of lcp']
fold5	1261	ID1057.txt	9	86	86	bruch	Bruch	['orth: 02 lcp instead of cap: other cases']
fold5	1262	ID1057.txt	10	41	41	mal	Mal	['orth: 02 lcp instead of cap: other cases']
fold5	1274	ID1057.txt	22	35	35	nach ging	nachging	['orth: 06 sep instead of tog: compounds']
fold5	1278	ID1057.txt	26	26	26	zurück denkt	zurückdenkt	['orth: 06 sep instead of tog: compounds']
fold5	1281	ID1886.txt	3	33	33	Essayist	essayisten	['infl: strong_instead_of_weak']
fold5	1281	ID1886.txt	3	200	198	Jugendliche	jugendlichen	['corr: inflection_paradigm']
fold5	1282	ID1886.txt	4	0	0	Diese Aussage und Fragen	diese aussage und diese fragen	['ommi: ellipses']
fold5	1285	ID1886.txt	7	18	18	es	sie	['corr: gender']
fold5	1285	ID1886.txt	7	51	50	Problemen	probleme	['corr: case']
fold5	1285	ID1886.txt	7	96	96	es	sie	['corr: gender']
fold5	1287	ID1886.txt	9	75	75	es	sie	['corr: gender']
fold5	1287	ID1886.txt	9	138	137	Zuhause	zuhause	['orth: 03 cap instead of lcp']
fold5	1289	ID1886.txt	11	111	111	Zuhause	zuhause	['orth: 03 cap instead of lcp']
fold5	1290	ID1886.txt	12	99	99	Jugendliche	jugendlichen	['corr: inflection_paradigm']
fold5	1291	ID1886.txt	13	48	48	dass junge Menschen oft labil, unsicher, schwankend	dass junge menschen oft labil, unsicher, schwankend sind	['ommi: incomplete_clause']
fold5	1291	ID1886.txt	13	187	182	sonder	sondern	['orth: 14 omissions: of one grapheme']
fold5	1292	ID1886.txt	14	108	108	finde ich ganz im Gegenteil	finde ich ganz im gegenteil adjd	['ommi: incomplete_clause']
fold5	1295	ID1094.txt	2	50	50	Kamotten	Klamotten	['orth: 14 omissions: of one grapheme']
fold5	1295	ID1094.txt	2	109	108	Früh	früh	['orth: 03 cap instead of lcp']
fold5	1295	ID1094.txt	2	118	117	Abends	abends	['orth: 03 cap instead of lcp']
fold5	1295	ID1094.txt	2	128	127	elternlichen	elterlichen	['orth: 17 insertions: other cases']
fold5	1298	ID1094.txt	5	0	0	Desweiteren	Des Weiteren	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	1299	ID1094.txt	6	16	16	folgenden	Folgenden	['orth: 02 lcp instead of cap: other cases']
fold5	1302	ID1094.txt	9	32	32	mit machen	mitmachen	['orth: 06 sep instead of tog: compounds']
fold5	1302	ID1094.txt	9	112	113	abgestämpelt	abgestempelt	['orth: 19 transpositions: of (e/ä) / (ä/e)']
fold5	1307	ID1094.txt	14	35	35	dazu gehören	dazugehören	['orth: 06 sep instead of tog: compounds']
fold5	1307	ID1094.txt	14	83	84	mit halten	mithalten	['orth: 06 sep instead of tog: compounds']
fold5	1308	ID1094.txt	15	77	77	kauf	kauft	['orth: 14 omissions: of one grapheme']
fold5	1309	ID1094.txt	16	19	19	das selbe	dasselbe	['orth: 07 sep instead of tog: other cases']
fold5	1310	ID1094.txt	17	12	12	Argumen	Argument	['orth: 14 omissions: of one grapheme']
fold5	1311	ID1094.txt	18	77	77	Alten	alten	['orth: 03 cap instead of lcp']
fold5	1312	ID1094.txt	19	54	54	bedriken	betrinken	['orth: 22 transpositions: of consonants: Fortis/Lenis', 'orth: 14 omissions: of one grapheme']
fold5	1313	ID1094.txt	20	90	90	unmengen	Unmengen	['orth: 02 lcp instead of cap: other cases']
fold5	1314	ID1094.txt	21	21	21	sinnvolles	Sinnvolles	['orth: 02 lcp instead of cap: other cases']
fold5	1319	ID1094.txt	26	13	13	wachst	wächst	['orth: 21 transpositions: of vowel and umlaut']
fold5	1320	ID1094.txt	27	22	22	Erwachsen	erwachsen	['orth: 03 cap instead of lcp']
fold5	1321	ID1094.txt	28	0	0	Desweiteren	Des Weiteren	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	1322	ID1094.txt	29	83	83	gestallten	gestalten	['orth: 15 insertions: of double consonants']
fold5	1323	ID1094.txt	30	31	31	Früh	früh	['orth: 03 cap instead of lcp']
fold5	1323	ID1094.txt	30	41	41	Abends	abends	['orth: 03 cap instead of lcp']
fold5	1325	ID1094.txt	32	25	25	Abends	abends	['orth: 03 cap instead of lcp']
fold5	1325	ID1094.txt	32	64	64	zu Erst	zuerst	['orth: 07 sep instead of tog: other cases']
fold5	1330	ID1094.txt	37	51	51	Arbeiten	arbeiten	['orth: 03 cap instead of lcp']
fold5	1348	ID1883.txt	18	76	76	gleich gestellt	gleichgestellt	['orth: 06 sep instead of tog: compounds']
fold5	1353	ID1883.txt	23	79	79	der selbe	derselbe	['orth: 07 sep instead of tog: other cases']
fold5	1357	ID2473.txt	4	108	108	erlebnissreiche	erlebnisreiche	['orth: 15 insertions: of double consonants']
fold5	1391	ID2473.txt	38	20	20	an hand	anhand	['orth: 07 sep instead of tog: other cases']
fold5	1403	ID1465.txt	11	103	103	davon tragen	davontragen	['orth: 06 sep instead of tog: compounds']
fold5	1404	ID1465.txt	12	3	3	weiteren	Weiteren	['orth: 02 lcp instead of cap: other cases']
fold5	1405	ID1465.txt	13	93	93	tanzen	Tanzen	['orth: 02 lcp instead of cap: other cases']
fold5	1405	ID1465.txt	13	105	105	feiern	Feiern	['orth: 02 lcp instead of cap: other cases']
fold5	1425	ID1077.txt	2	163	163	lust	Lust	['orth: 02 lcp instead of cap: other cases']
fold5	1426	ID1077.txt	3	82	82	Jugendfeindlich	jugendfeindlich	['orth: 03 cap instead of lcp']
fold5	1427	ID1077.txt	4	57	57	vieleicht	vielleicht	['orth: 11 omissions: of double consonants']
fold5	1428	ID1077.txt	5	0	0	Nichts destotrotz	Nichtsdestotrotz	['orth: 07 sep instead of tog: other cases']
fold5	1433	ID1077.txt	10	5	5	blödsinn	Blödsinn	['orth: 02 lcp instead of cap: other cases']
fold5	1435	ID1077.txt	12	49	49	Dummheitn	Dummheiten	['orth: 14 omissions: of one grapheme']
fold5	1442	ID2888.txt	5	0	0	des	Des	['orth: 04 lcp/cap behind punctuation marks']
fold5	1442	ID2888.txt	5	5	5	weiteren	Weiteren	['orth: 02 lcp instead of cap: other cases']
fold5	1444	ID2888.txt	7	4	4	ganze	Ganze	['orth: 02 lcp instead of cap: other cases']
